Package Name,Reviewer name,Review,Rating
com.csgroup.logcat,Del Robertson,Good,5
com.csgroup.logcat,Lea Say,Love you guys But still can't remove my stockers P,5
com.csgroup.logcat,Chris Hills,Works no root mi 9 lite cheers,5
com.csgroup.logcat,Andrew Brown,Spam,1
com.csgroup.logcat,Emma Kn,Excellent app! (on phone with root),5
com.csgroup.logcat,Benjamin Bradford,"Doesn't work, even after granting permissions",1
